Date,Open,High,Low,Close,Adj Close,Volume
2012-01-03,37.720001,37.790001,36.700001,36.750000,32.027924,2728700
2012-01-04,36.669998,36.919998,36.150002,36.650002,31.940788,2827500
2012-01-05,36.900002,37.439999,36.740002,37.369999,32.568272,3585600
2012-01-06,37.430000,37.939999,37.099998,37.840000,32.977882,3353700
2012-01-09,37.959999,39.009998,37.880001,38.709999,33.736099,4424700
2012-01-10,39.049999,39.490002,38.689999,39.000000,33.988831,4263600
2012-01-11,38.869999,39.990002,38.779999,39.889999,34.764469,5039200
2012-01-12,40.000000,40.000000,39.279999,39.880001,34.755753,3463200
2012-01-13,39.720001,39.730000,38.480000,38.500000,33.553078,4124300
2012-01-17,39.459999,40.490002,39.009998,40.070000,34.921333,6079200
2012-01-18,40.430000,41.689999,40.330002,41.639999,36.289612,6447800
2012-01-19,41.689999,43.060001,41.610001,42.320000,36.882225,6746900
2012-01-20,42.410000,42.660000,42.060001,42.230000,36.803791,4432900
2012-01-23,42.430000,42.439999,41.590000,42.139999,36.725365,3278000
2012-01-24,42.299999,43.419998,42.220001,43.349998,37.779888,5652900
2012-01-25,43.119999,43.700001,42.490002,43.549999,37.954193,6517900
2012-01-26,43.200001,44.470001,42.080002,42.290001,36.856075,7867600
2012-01-27,42.340000,43.279999,42.099998,43.099998,37.562016,5268600
2012-01-30,42.750000,42.849998,42.139999,42.470001,37.012966,3188700
2012-01-31,42.720001,43.099998,42.259998,42.590000,37.117550,3570300
2012-02-01,43.139999,44.130001,42.959999,43.970001,38.320221,5232600
2012-02-02,43.980000,44.650002,43.750000,44.509998,38.790833,4061300
2012-02-03,44.610001,45.040001,44.070000,44.189999,38.511959,5039400
2012-02-06,43.880001,43.959999,42.930000,43.230000,37.675316,3242700
2012-02-07,43.189999,43.480000,42.919998,43.380001,37.806030,2425800
2012-02-08,43.330002,43.950001,43.290001,43.619999,38.015198,2377900
2012-02-09,43.810001,43.910000,42.930000,43.110001,37.570724,3142700
2012-02-10,42.599998,42.709999,42.090000,42.330002,36.890957,1808800
2012-02-13,42.619999,42.750000,41.650002,42.360001,36.917099,1668800
2012-02-14,42.240002,42.529999,41.549999,41.910000,36.524918,2630100
2012-02-15,42.200001,42.540001,41.619999,41.750000,36.385490,2162100
2012-02-16,41.820000,43.009998,41.759998,42.950001,37.431282,2092700
2012-02-17,43.220001,43.320000,41.910000,41.980000,36.585926,2701800
2012-02-21,41.200001,41.299999,40.310001,40.580002,35.365814,4053700
2012-02-22,40.540001,40.950001,40.000000,40.459999,35.261223,2136700
2012-02-23,40.349998,40.660000,39.930000,40.500000,35.296089,2228600
2012-02-24,40.750000,41.080002,40.310001,40.560001,35.348396,2627200
2012-02-27,40.349998,40.919998,39.900002,40.650002,35.426819,2586600
2012-02-28,40.520000,42.169998,40.500000,42.130001,36.716652,4561500
2012-02-29,42.139999,42.189999,41.540001,41.700001,36.341900,4318400
2012-03-01,41.759998,42.150002,41.470001,41.740002,36.376759,4453500
2012-03-02,41.810001,41.919998,40.889999,41.040001,35.766708,3545800
2012-03-05,40.959999,40.959999,39.369999,39.500000,34.424580,7152100
2012-03-06,39.200001,39.610001,38.619999,39.540001,34.459457,5726100
2012-03-07,39.770000,40.560001,39.570000,40.259998,35.086926,3688400
2012-03-08,40.500000,41.200001,40.470001,41.099998,35.818993,2183500
2012-03-09,41.070000,42.000000,41.070000,41.950001,36.559780,2568500
2012-03-12,41.849998,41.889999,41.369999,41.720001,36.359341,1817600
2012-03-13,41.990002,42.950001,41.910000,42.939999,37.422573,3565500
2012-03-14,42.799999,43.250000,42.380001,42.580002,37.108818,3242500
2012-03-15,42.759998,43.400002,42.650002,43.299999,37.736305,3256200
2012-03-16,43.369999,43.619999,42.980000,43.279999,37.718887,3186900
2012-03-19,43.230000,43.849998,43.080002,43.580002,37.980339,2471900
2012-03-20,43.220001,44.160000,43.029999,44.080002,38.416092,3813600
2012-03-21,44.080002,44.500000,43.660000,43.750000,38.128494,2922600
2012-03-22,43.480000,43.799999,43.180000,43.450001,37.867031,2834300
2012-03-23,43.680000,43.840000,43.250000,43.820000,38.189503,2752600
2012-03-26,44.110001,44.619999,43.970001,44.490002,38.773407,2642000
2012-03-27,44.560001,45.290001,44.320000,44.910000,39.139446,4227400
2012-03-28,44.799999,45.279999,43.740002,43.880001,38.241779,3999000
2012-03-29,43.669998,44.360001,43.500000,44.230000,38.546825,1834700
2012-03-30,44.549999,44.959999,44.009998,44.619999,38.886707,2744400
2012-04-02,44.380001,44.549999,43.740002,44.169998,38.494526,2230600
2012-04-03,43.939999,44.450001,43.349998,43.560001,37.962914,2366800
2012-04-04,43.040001,43.150002,42.279999,42.430000,36.978096,3933000
2012-04-05,42.250000,42.770000,42.250000,42.480000,37.021667,2318200
2012-04-09,41.990002,42.189999,41.560001,41.959999,36.568497,1882700
2012-04-10,41.959999,42.310001,41.230000,41.410000,36.089165,2894000
2012-04-11,41.930000,42.840000,41.619999,42.590000,37.117550,3292200
2012-04-12,42.610001,43.570000,42.189999,43.419998,37.840900,3309100
2012-04-13,43.200001,43.320000,42.150002,42.180000,36.760223,2599700
2012-04-16,42.549999,42.599998,41.910000,42.150002,36.734089,2003000
2012-04-17,42.240002,43.139999,42.240002,42.779999,37.283123,1912000
2012-04-18,41.810001,42.160000,41.099998,42.040001,36.638222,3470600
2012-04-19,41.730000,42.590000,41.299999,41.439999,36.115322,2708600
2012-04-20,41.520000,41.540001,40.299999,40.389999,35.200230,3019400
2012-04-23,39.950001,40.029999,39.490002,39.900002,34.773190,2554500
2012-04-24,39.860001,40.220001,39.810001,40.000000,34.860325,2314500
2012-04-25,40.520000,40.860001,40.070000,40.669998,35.444241,1989200
2012-04-26,40.669998,41.880001,40.590000,41.720001,36.359341,3084400
2012-04-27,41.500000,42.150002,40.590000,42.070000,36.664368,2890800
2012-04-30,41.950001,42.009998,41.630001,41.669998,36.315765,1417500
2012-05-01,41.750000,42.360001,41.610001,42.189999,36.768940,2042500
2012-05-02,41.759998,42.139999,41.590000,41.990002,36.594650,1960600
2012-05-03,41.930000,42.150002,41.000000,41.180000,35.888714,2202500
2012-05-04,40.689999,41.080002,40.000000,40.240002,35.069504,2681700
2012-05-07,40.000000,40.610001,40.000000,40.130001,34.973629,2062100
2012-05-08,39.869999,40.180000,38.599998,40.080002,34.930050,3678100
2012-05-09,39.509998,40.950001,39.200001,40.570000,35.357098,3188900
2012-05-10,40.790001,40.980000,39.950001,40.450001,35.252522,2669500
2012-05-11,40.910000,42.200001,40.480000,41.419998,36.097878,4986500
2012-05-14,40.889999,41.470001,40.430000,41.200001,35.906147,2233000
2012-05-15,41.180000,41.599998,40.770000,40.889999,35.635983,3243500
2012-05-16,39.939999,40.060001,38.700001,38.869999,33.875530,8916200
2012-05-17,38.860001,39.070000,37.730000,37.750000,32.899445,6175800
2012-05-18,37.860001,38.320000,37.439999,37.570000,32.742569,3750300
2012-05-21,37.790001,38.200001,37.480000,38.150002,33.248051,3008300
2012-05-22,38.380001,38.660000,37.869999,38.220001,33.309059,2890400
2012-05-23,37.570000,38.349998,37.450001,38.150002,33.248051,3722900
2012-05-24,38.279999,38.369999,37.250000,37.630001,32.794872,4200500
